background,0.29182,0,0,0.0149792,0.332287,0.0123059,0,0,0.581415,0.09895,0.0306575,0.361234,0.437445,0.124862,0.014493,0.342969,0.380459,0,0,0,0.0492323,0.269981,0,0,0.501157,0.0675973,0.0148961,0.381374,0.311434,0.458774,0.234353,0.127109,0.116833,0.150613,0,0,0,0.462852,0,0,0.462292,0.18722,0.141206,0.223886,0.0890303,0.587699,0.272831,0.0533902,0.262679,0.0420863,0.023015,0.269544,0.262013,0.0844093,0.0108801,0.217997,0.595036,0.045273,0.0343043,0.0630737,0.607641,0.0238434,0,0.0394744,0.297279,0.0464511,0.010803,0.264976,0.179577,0.31939,0.0382749,0.04747,0.598837,0.00257214,0,0.011606,0.341662,0.454249,0.131684,0.0447126,0.220529,0.118639,0.0175865,0.0931638,0,0.304115,0.0960358,0.0226049,0.359756,0.157791,0.0664143,0.0400217,0.0647782,0.80699,0.101172,0.00915601,0.622152,0.0861981,0.0565574,0.0886528,0.579995,0.102213,0.0107355,0.0698822,0.236068,0,0,0.170729,0.240439,0,0,0.316086,0.524059,0.0422801,0.00931704,0.0306914,0.298125,0.519837,0.122803,0.0732915,0.212169,0,0,0.249985,0.28369,0.0498536,0,0.390526,0.401186,0.222857,0.0636914,0.0836569,0.0507911,0.630293,0.140392,0.0304587,0.229468,0,0,0.323801,0.0622002,0.437787,0,0.0693882
background,0.290466,0.00494285,0,0.0215805,0.307333,0.0161636,0,0.00288215,0.575522,0.0659279,0.0321939,0.384719,0.468279,0.100218,0.0289535,0.325011,0.373155,0,0,0.00665039,0.0517481,0.274768,0,0,0.505592,0.0773263,0.0301935,0.375257,0.353985,0.429454,0.186886,0.185853,0.106769,0.14678,0,0.00262432,0,0.459127,0,0,0.487818,0.165948,0.10422,0.247001,0.104164,0.579924,0.262118,0.0548364,0.287686,0.0197576,0.019005,0.271979,0.282901,0.0755701,0.0107508,0.215028,0.562078,0.0381385,0.0360062,0.0876391,0.618751,0.0131776,0.0110817,0.0300484,0.307029,0.0469475,0.0106449,0.268671,0.197924,0.30308,0.0592482,0.0335255,0.587859,0.00841556,0.0109726,0,0.327255,0.476691,0.0745561,0.0995388,0.234831,0.112339,0.0279972,0.0769291,0,0.301556,0.0966143,0.0217134,0.343006,0.171121,0.0342549,0.0706079,0.0741023,0.811031,0.0911684,0.0110412,0.602951,0.056189,0.0533891,0.102592,0.604493,0.0856194,0.0211888,0.0547336,0.270326,0,0,0.132791,0.250726,0,0,0.300262,0.519307,0.0476877,0.0186205,0.0140733,0.316411,0.516923,0.0885975,0.109923,0.235152,0,0,0.231031,0.268668,0.06254,0,0.394307,0.410188,0.220971,0.0441785,0.0984718,0.0595055,0.629435,0.130515,0.0313262,0.213113,0.0112718,0,0.325718,0.0637681,0.438518,0,0.0743135
grip,0.190293,0,0,0.00461269,0.0646957,0.419754,0.225484,0.0231859,0.360508,0.0874384,0.0212231,0.277396,0.252119,0.64926,0.0547135,0.170002,0.0937168,0.342534,0.18572,0.0133298,0.0549728,0.0144438,0.00371403,0.257439,0.252938,0.315577,0.0339691,0.168828,0.297456,0.697455,0.0119118,0.0375435,0.0263084,0.113565,0.123226,0.0284882,0.118309,0.145292,0,0.299402,0.145936,0.763533,0.039479,0.0543212,0.436856,0.179886,0.0948636,0.0683812,0.226112,0.0346718,0.0145552,0.222476,0.144811,0.656571,0.126772,0.145566,0.412315,0.0530834,0.0259155,0.0555859,0.480378,0.027182,0.0126573,0.0200778,0.170673,0.380154,0.112653,0.168547,0.223488,0.474253,0.00201957,0.0323421,0.421511,0.00573199,0,0.00653548,0.300203,0.491128,0.0114492,0.0116259,0.0865549,0.561454,0.0540403,0.0474735,0.362099,0.0879462,0.0560472,0.0810961,0.286435,0.231078,0.00880839,0.0139724,0.0826148,0.615866,0.0406726,0.00712489,0.579641,0.110918,0.051153,0.107602,0.58546,0.210522,0.0159982,0.0532287,0.217959,0,0,0.156959,0.261097,0,0,0.327157,0.426516,0.0518353,0,0.0205818,0.350523,0.732294,0.0113967,0.0194825,0.178959,0,0,0.212292,0.146253,0.0424852,0,0.234637,0.330507,0.561639,0.0109438,0.0384722,0.224076,0.563528,0.0750344,0.0578711,0.193892,0,0,0.27724,0,0.287163,0,0.00739999
open,0.0685686,0.0358458,0.433166,0.0700012,0.0176421,0.0513535,0.151002,0.00297629,0.656148,0.116311,0.079537,0.0893203,0.238003,0.423369,0.284561,0.0222865,0.0340131,0.0922463,0.39356,0.0251957,0.00957609,0.0418476,0.0107501,0.00174078,0.427839,0.615158,0.424783,0.0720042,0.220891,0.192257,0.00123092,0,0.0128539,0.0394651,0.0139311,0.00166899,0.0561396,0.0492273,0.00785734,0.0803821,0.0950119,0.312679,0.0549432,0,0.692895,0.626204,0.0456174,0.0430409,0.262461,0.041847,0.0683571,0.0397648,0.0359917,0.168415,0.107045,0.00799622,0.223786,0.114612,0.244577,0.0281342,0.807124,0.149932,0.290055,0.00641363,0.0861855,0.160282,0.0947144,0.022262,0.0289546,0.0254787,0.000759866,0,0.489621,0.15302,0.359452,0.00617176,0.682207,0.259144,0.175952,0.00417227,0.0321393,0.0323994,0.00201764,0,0.185549,0.222258,0.000627226,0.0147038,0.643982,0.351462,0.285716,0.00486297,0.368171,0.396404,0.0356879,0.00370482,0.19292,0.0975137,0.148579,0.0280974,0.473166,0.100207,0.194894,0.00638537,0.295468,0.0800605,0.196521,0.0496913,0.517045,0.131209,0.478436,0.101004,0.236661,0.132955,0.244012,0.00522693,0.385304,0.169598,0.0480021,0,0.499131,0.0278719,0.276169,0.109827,0.490321,0.12831,0.29876,0.0533285,0.29763,0.244132,0.115583,0,0.287483,0.249827,0.0269223,0.0138872,0.722226,0.132967,0.340775,0.118702,0.0460019,0.144314,0,0.00515004
grip,0.0728823,0.235103,0.493069,0,0.211222,0.0548381,0.0140043,0.366902,0.226218,0.425425,0.499775,0.158168,0.01954,0.0670736,0.00468699,0.0448051,0.0110823,0.0470021,0.0139088,0,0.248043,0.0989167,0.00177099,0.542978,0.0118134,0.0380287,0.0167797,0.0212265,0.038091,0.0348982,0.0127287,0.79132,0.265468,0.0472282,0.00412835,0.566054,0,0.312775,0,0,0.0427607,0.0335119,0,0.518596,0.108809,0.268939,0.151723,0.360491,0.0841398,0.269482,0.405392,0.0915187,0.0180579,0.05309,0.00904819,0.0259898,0.307072,0.721654,0.349873,0.0406957,0.0411438,0.0472502,0.0121806,0.0214566,0.0113527,0.0389624,0.0111651,0.0162963,0.0672468,0.0500622,0.0144458,0.834451,0.0163335,0.162341,0.0245199,0.00637188,0.470483,0.00652262,0,0.213909,0.0524662,0.0245407,0.00266672,0.513635,0,0.173292,0.0807531,0.142508,0.0564258,0.0112788,0.000995369,0.0181734,0.636075,0.49009,0.0536545,0.157021,0.217638,0.371639,0.273899,0.0257451,0.0203261,0.0215073,0.00882384,0.0240741,0.136823,0.310584,0,0.0438306,0.162817,0.770363,0.0100904,0.0112671,0.00826485,0.0381205,0.0155387,0.0109181,0.159973,0.00852072,0.00512264,0.246249,0.133216,0.613674,0.00679985,0.0131065,0.716284,0.0641461,0,0.0072191,0.0351641,0.0130699,0.00077753,0.0561981,0.299889,0.279857,0.0693772,0.215413,0.180619,0.25752,0.00665686,0.0059677,0.807344,0.158469,0.000245877,0.0052795
open,0.128921,0.0528718,0.0376186,0.0056529,0.0822817,0.285619,0.184787,0,0.271194,0.177678,0.143774,0.184669,0.551372,0.558587,0.10653,0.263391,0.0621617,0.237538,0.159992,0.000395519,0.0729866,0.12802,0.00408479,0.000675193,0.303793,0.427136,0.162367,0.0348286,0.26348,0.538903,0.151213,0.455375,0.0553631,0.102978,0.0282347,0.000674628,0.230851,0.156595,0,0.0985536,0.271363,0.545175,0.118902,0.408687,0.051698,0.476498,0.117995,0.319914,0.137439,0.092674,0.129097,0.130796,0.370138,0.472,0.11355,0.193472,0.369382,0.0983879,0.027214,0.049311,0.364597,0.445555,0.0479401,0.213527,0.200381,0.304882,0.147205,0.0255151,0.180767,0.387619,0.106684,0.22471,0.223642,0.265972,0.0124636,0,0.240489,0.45259,0.0577724,0.461356,0.163513,0.293856,0.080529,0.199384,0.0584115,0.253441,0.0736277,0.17443,0.176914,0.578407,0.0600462,0.198046,0.120063,0.482513,0.00227372,0.285065,0.451793,0.184838,0.0602792,0.0839008,0.426284,0.48466,0.0393599,0.273623,0.199761,0,0,0.0913283,0.280075,0.245573,0.0336899,0.264355,0.235874,0.312797,0.0285676,0,0.226027,0.404328,0.0657185,0.417803,0.0986768,0.0634874,0,0.116809,0.285409,0.405125,0.0507874,0.420337,0.162962,0.506298,0.0609775,0.265974,0.0936176,0.432946,0.0306063,0.238639,0.177509,0.366065,0.041035,0.224926,0.227124,0.286431,0.0058624,0.192621
grip,0.196387,0,0,0.0191978,0.178774,0.239809,0.410546,0,0.420429,0.0396527,0.017809,0.255297,0.201838,0.590022,0.195383,0.179392,0.256002,0.0642339,0,0.00712893,0.000717911,0.249314,0.521552,0,0.291094,0.155439,0.149531,0.260808,0.00387553,0.624492,0.0825627,0.00349578,0.0504984,0.285144,0.495182,0,0.0896683,0.0523048,0.00579418,0.31479,0.0747351,0.671519,0.208556,0.0723133,0.202083,0.0589288,0.017034,0.105772,0.230078,0.0140742,0.0163753,0.233318,0.127615,0.403723,0.32811,0.154753,0.510957,0.031946,0.0238944,0.0447319,0.500686,0.256551,0,0.0101966,0.115222,0.117775,0.0817266,0.135864,0.00211819,0.199654,0.146326,0.00191063,0.329559,0,0,0.00668194,0.194552,0.858667,0.0508362,0.00597651,0.0234303,0.280863,0.221038,0.0349014,0.109051,0.0266756,0.0105937,0.0942728,0.28887,0.611629,0,0.00672067,0.512308,0.355242,0.0511308,0.00601115,0.5869,0.0496554,0.0434507,0.0765171,0.464464,0.472338,0.00953901,0.0370136,0.240926,0,0,0.126223,0.238781,0,0,0.27213,0.328477,0.0606427,0.00638937,0.0247923,0.139127,0.751305,0.056066,0,0.175886,0,0,0.155461,0.157443,0.382726,0,0.272836,0.194836,0.604548,0,0.0203127,0.232458,0.0670904,0.0475487,0,0.151373,0.0449611,0,0.232002,0.447237,0.5054,0.000501413,0.0337396
background,0.281356,0,0,0.028972,0.294275,0.0130854,0,0.0154446,0.520719,0.137801,0.0286446,0.411728,0.483346,0.122547,0.0150858,0.351632,0.342164,0,0,0.0213057,0.0434524,0.25626,0,0,0.526713,0.0832285,0.0152334,0.389961,0.335029,0.434841,0.247512,0.125155,0.100683,0.140251,0,0,0,0.4512,0,0,0.512454,0.180122,0.158067,0.216057,0.101038,0.53996,0.310635,0.0404035,0.274223,0.045111,0.0217191,0.286154,0.282417,0.086159,0.0114384,0.228017,0.553602,0.0593737,0.0369346,0.0698366,0.618709,0.0239271,0,0.0385997,0.309778,0.0565914,0.0111506,0.276099,0.195979,0.303758,0.0627776,0.0367635,0.596533,0.00433049,0,0.00934578,0.33786,0.448751,0.118397,0.054848,0.245578,0.115244,0.0309515,0.0896458,0,0.296407,0.115819,0.00886847,0.369242,0.15894,0.0649888,0.0414924,0.0731139,0.795192,0.10295,0.0156548,0.57858,0.102789,0.0577017,0.0966875,0.618471,0.102673,0.0112528,0.0791365,0.226735,0,0,0.174776,0.244227,0,0,0.317745,0.537651,0.0522283,0.0095594,0.0336818,0.315835,0.508761,0.123247,0.0730421,0.216839,0,0,0.238005,0.270133,0.0475874,0,0.385956,0.435583,0.217846,0.0736667,0.0822554,0.0583038,0.621194,0.147848,0.0233149,0.221756,0,0,0.32521,0.0815627,0.415313,0.000359846,0.06971
grip,0.201614,0,0,0.00925694,0.114463,0.490309,0.186561,0.00145609,0.394834,0.0543234,0.0257638,0.281726,0.202737,0.471977,0.402502,0.0787658,0.191588,0.526464,0.198027,0,0.00423202,0.0613047,0.0100666,0.0273382,0.294972,0.223617,0.446493,0.157964,0.00637572,0.529876,0.00318527,0.0121938,0.00235032,0.343607,0.184609,0.0226627,0.107192,0.0654463,0.00423722,0.299858,0.078462,0.584633,0.325272,0.000648797,0.50694,0.14246,0.0525072,0.0885084,0.224403,0.0329465,0.0143199,0.228567,0.094841,0.366408,0.446589,0.0712792,0.483828,0.0218811,0.0306068,0.0648833,0.521709,0.190898,0,0,0.0975276,0.192198,0.30315,0.0874753,0.00559138,0.11419,0.0017639,0.0111722,0.355111,0,0,0,0.308237,0.7872,0,0,0.00420919,0.231953,0.228548,0.00327409,0.245023,0.0335453,0.0176025,0.0492934,0.339129,0.421265,0,0,0.367843,0.633274,0.0285094,0.020134,0.568407,0.0612685,0.0502045,0.110319,0.476973,0.468551,0.0322135,0,0.222396,0,0,0.1517,0.237448,0,0,0.28554,0.323807,0.1193,0.0203601,0,0.22923,0.82801,0,0,0.148009,0,0,0.166713,0.18415,0.0637642,0.0217963,0.232815,0.261052,0.5785,0,0,0.452062,0.424476,0.037669,0.0313156,0.171013,0,0.0195645,0.223857,0.0319809,0.358639,0.000264168,0.0294097
hi,0.156,0,0,0.0307958,0.127693,0.504358,0.121224,0,0.356716,0.0540546,0.0191328,0.259035,0.513658,0.236602,0.378633,0.168869,0.108269,0.358381,0.0587977,0.00481078,0.112887,0.0210032,0.0545017,0.169055,0.104781,0.182993,0.275353,0.110222,0.511177,0.619892,0.0806959,0.164659,0.0588578,0.234246,0.112896,0.00738534,0.187889,0.143109,0,0.161069,0.496163,0.455152,0.337798,0.110704,0.0979151,0.349944,0.0963705,0.355105,0.170738,0.0243985,0.0135028,0.161953,0.2986,0.200288,0.254228,0.0667707,0.321713,0.0176792,0.0166537,0.0463728,0.707412,0.2107,0.30265,0.053028,0.0741343,0.170117,0.200325,0.0867547,0.382301,0.400973,0.0145462,0.100371,0.302672,0.170889,0.245466,0.00050387,0.441044,0.468609,0.0548369,0.0500055,0.286245,0.356659,0.167451,0.0311199,0.0964333,0.142134,0.0463491,0.188558,0.497685,0.0838014,0.100682,0.0419841,0.164713,0.603878,0.0263701,0.188516,0.316071,0.0368463,0.0264073,0.0539517,0.530031,0.148785,0.255137,0.0458913,0.122796,0,0,0.0695932,0.599948,0.14456,0.315685,0.156359,0.18823,0.143581,0.229977,0,0.44334,0.52135,0.0533673,0.0645736,0.48421,0.130304,0.284554,0.1283,0.170313,0.0816226,0.000219299,0.176499,0.410307,0.137702,0.129354,0.052188,0.106209,0.445043,0.0421782,0.185861,0.425928,0,0,0.209377,0.208067,0.501125,0.0296403,0.164357
