grip,0.058725,0.0205279,0.0311509,0.0237763,0.0799354,0.0658259,0.0148251,0.0787895,0.506682,0.237714,0.0393746,0.128693,0.618944,0.50674,0.0420584,0.0667179,0.0732332,0.0432102,0.0145321,0.0544593,0.353344,0.168396,0.0862011,0.423881,0.494526,0.349555,0.000465477,0.0859668,0.468433,0.225242,0.0335272,0.0620885,0.193455,0.0464475,0,0.205232,0.38197,0.26421,0.141679,0.506167,0.238375,0.358249,0.0307336,0.0492192,0.307051,0.301725,0.135916,0.184361,0.289508,0.135663,0.034436,0.0113645,0.333207,0.213105,0.00161572,0.0360152,0.486413,0.0231248,0,0.0748532,0.665891,0.225836,0.0274303,0.0287284,0.253639,0.216269,0.00321572,0.016812,0.217376,0.0321998,0,0.148067,0.524616,0.0107799,0,0.0426196,0.518806,0.521188,0.0209165,0,0.100272,0.127567,0,0.0345396,0.193133,0.133645,0.124546,0.286357,0.49227,0.365746,0.0196927,0.00793921,0.148779,0.648911,0.0058511,0,0.513618,0.105657,0.00616465,0.0624047,0.613135,0.34478,0.0228685,0.0239507,0.341207,0,0,0.0153663,0.307067,0,0,0.119365,0.564469,0.19875,0,0.0414759,0.543677,0.466478,0.0203553,0,0.329046,0,0,0.0968324,0.0744394,0.0569271,0,0.0111098,0.487352,0.481002,0.0209991,0.00846592,0.215674,0.629975,0.00235499,0.00116617,0.148877,0.0274093,0,0.0430132,0.0132001,0.248297,0.0250127,0.00233234
open,0.0415211,0.00864827,0.0308309,0.00336416,0.174294,0.0287331,0.00840661,0.0072409,0.430294,0.125783,0.0240616,0.109297,0.783485,0.276126,0.210402,0.134348,0.163632,0.0123981,0.0147474,0.00658479,0.194141,0.0190653,0,0.0202283,0.622138,0.299297,0.182482,0.125401,0.492453,0.388225,0.0529019,0.112515,0.179162,0.0274947,0,0.00490701,0.272417,0.0146573,0.00775523,0.372075,0.537875,0.386442,0.216617,0.0853656,0.0712088,0.446887,0.169836,0.166479,0.258405,0.0873817,0.024635,0.00626292,0.487444,0.153124,0.100991,0.082983,0.400907,0,0,0.0682885,0.664313,0.194944,0.0450808,0.00865565,0.385255,0.16664,0.0806421,0.0528309,0.227151,0.108971,0.0311376,0.0758398,0.471878,0.0892029,0.0355894,0.0246965,0.492924,0.5185,0.0015683,0,0.25803,0.1362,0.0884309,0.0484562,0.0282058,0.147685,0.099329,0.141324,0.567852,0.374487,0.0345278,0,0.0780833,0.617932,0,0.0207617,0.500342,0.0655876,0.00273762,0.0651019,0.670359,0.280787,0.0429772,0.033504,0.311239,0,0,0.0206103,0.320004,0,0,0.101095,0.524257,0.227028,0.0372259,0.0486689,0.511464,0.526125,0.0088807,0.00631197,0.321949,0,0,0.0777257,0.13087,0.0623982,0,0.0249955,0.577452,0.420364,0.0435174,0.00595752,0.0812557,0.613729,0.0318948,0.0220581,0.18615,0.0247103,0,0.0515813,0.0080782,0.254602,0.0181731,0.00206439
background,0.0377361,0.0700686,0.0297546,0.0145489,0.26701,0.132073,0.00514727,0.0288518,0.058999,0.141217,0.0558259,0.016013,0.860822,0.278771,0.0811157,0.225542,0.175151,0.0194537,0.00492451,0.0221173,0.187709,0.137665,0.016607,0.0213852,0.524125,0.00385448,0.00412363,0.146656,0.459138,0.616978,0.125994,0.0995978,0.250328,0.0887714,0.0136652,0.0225642,0.338023,0.0245065,0,0,0.701527,0.379006,0.0621463,0.187782,0.319219,0.131616,0.0502033,0.131322,0.0375248,0.108703,0.0288979,0.00880319,0.670781,0.208763,0.00424712,0.0220935,0.086651,0.106985,0.0761819,0.0146069,0.347526,0.107656,0.176663,0.550712,0.424341,0.00322362,0.00395228,0.0170803,0.373332,0.432277,0.013889,0.0181865,0.24258,0.0147097,0.00917845,0.330475,0.116775,0.187904,0.444037,0.279965,0.578874,0.275889,0.0115667,0.0151457,0.378654,0.0865999,0.00108137,0.0553808,0.216246,0.111066,0.250235,0.487878,0.0230157,0.0562846,0.184141,0.192701,0.0482994,0.0703226,0.0615156,0.0128111,0.432443,0.11707,0.118812,0.338503,0.419009,0.21951,0.00888606,0.0722291,0.513359,0.342696,0.0220845,0.221012,0.356162,0.00429799,0.00524158,0.251159,0.225064,0.318144,0.376956,0.222645,0.436937,0.260114,0.00906733,0.19383,0.184532,0.355947,0.0728937,0.0647849,0.470109,0.207257,0.257558,0.42708,0.0559141,0.11049,0.169783,0.229349,0.303724,0.260729,0.0316805,0.204173,0.0160637,0.426893,0.0500649,0.0512559
grip,0.0999105,0.0347029,0.0237879,0.0495872,0.0431753,0.0238855,0.0208013,0.0510326,0.773176,0.496904,0.302509,0.119995,0.139652,0.0988815,0.0202937,0,0.0901907,0.0260105,0.0289955,0.0441801,0.538981,0.00612761,0.00173315,0.0705598,0.165149,0.666834,0.364026,0.00784717,0.186343,0.0305734,0,0.229564,0.126791,0.00498645,0.00446001,0.0400374,0.505762,0.0705462,0.0585169,0.717353,0.0913953,0.0322529,0,0.0687268,0.222658,0.128999,0.0687503,0.344128,0.251447,0.126825,0.0641409,0.0118268,0.0364319,0.021445,0.0100938,0.00617098,0.414225,0.108936,0.0482886,0.0394018,0.372955,0.764158,0.0643621,0,0.043546,0.122645,0.0634741,0.00578673,0.0832322,0.00565803,0,0.0760585,0.512335,0.777411,0.0574855,0,0.103834,0.282785,0.0729625,0.00479282,0.0631208,0.0107569,0,0.0482329,0.0933655,0.0651635,0.0404099,0.328934,0.10337,0.562365,0.0668365,0.000359082,0.704445,0.200547,0,0.0539472,0.469117,0.189731,0.0877236,0.0362343,0.228134,0.47874,0.0012452,0,0.344416,0,0,0.0143751,0.263586,0.506393,0.061056,0.0722197,0.193492,0.485014,0.0633759,0,0.0569074,0.0322942,0,0.010841,0.28754,0.0562778,0.000710263,0.0542152,0.34533,0.713262,0.0460596,0.00175535,0.041835,0.160483,0,0.00237058,0.245254,0.111587,0.00259591,0.0430116,0.106945,0.678572,0.0414584,0.00939081,0.648854,0.057314,0.0048685,0.0024213
grip,0.103948,0.0198055,0.0396534,0.0358613,0.0676229,0.0485774,0.0237458,0.058274,0.781148,0.312703,0.0541645,0.197208,0.160489,0.427645,0.128545,0.00951985,0.103581,0.0273243,0.0229369,0.0405225,0.595587,0.0965459,0,0.393219,0.327124,0.547672,0.124167,0.0684247,0.134653,0.0477477,0,0.142215,0.105245,0.0266475,0.010954,0.115377,0.637021,0.114332,0.07307,0.523065,0.109077,0.0398311,0.00170992,0.0733622,0.192464,0.267112,0.0541668,0.383124,0.270116,0.131952,0.0270415,0.0172126,0.0519176,0.0650479,0.0407083,0.0208687,0.431091,0,0,0.0674512,0.521718,0.660792,0.0188127,0,0.0953695,0.10861,0.0348312,0.0125677,0.0889689,0.0104323,0,0.0975461,0.529117,0.304709,0.0160966,0.0188273,0.473681,0.601994,0,0.00115655,0.0455496,0.00958313,0.00538573,0.0455421,0.121544,0.0710222,0.0591639,0.235823,0.255596,0.624156,0,0.00103668,0.584399,0.341666,0.00453276,0.0601776,0.520673,0.100539,0.00511202,0.0641286,0.358299,0.612854,0.0350322,0,0.330422,0,0,0.0209974,0.285889,0.0680559,0,0.116077,0.459062,0.42405,0.0329054,0.0196501,0.201551,0.256576,0,0.0116738,0.334841,0,0,0.11275,0.413695,0.452632,0.02225,0.00623987,0.189778,0.379646,0,0.00534705,0.516496,0.362149,0.00299845,0.0831432,0.230311,0.471377,0.0235213,0.0368043,0.294753,0.225311,0.0136993,0.00185695
open,0.0515894,0.0266375,0.0327053,0.022544,0.135355,0.00551709,0.00249673,0.0225536,0.560097,0.251518,0.213822,0.0689187,0.630895,0.386834,0.0239206,0.0224514,0.129631,0.0114686,0.0181562,0.0208665,0.17738,0.000965498,0,0.0771265,0.614619,0.482084,0.174468,0.0217052,0.512755,0.198822,0.00826353,0.0360217,0.123104,0.00421156,0,0.0342801,0.506233,0,0.0383422,0.301515,0.372482,0.3556,0.0129332,0.0039409,0.30711,0.38581,0.183055,0.304872,0.230926,0.102329,0.0292059,0.00649832,0.139467,0.070051,0.00220868,0.00553063,0.411799,0.0894679,0.129028,0.0277726,0.690229,0.469633,0.137384,0.00808713,0.158803,0.0983728,0.0062967,0.00355725,0.145248,0.0187705,0.00174581,0.0252632,0.557101,0.318455,0.158316,0.00700981,0.491672,0.497153,0.090472,0.0947903,0.0813658,0.0364276,0,0.00479444,0.135928,0.0785067,0.086928,0.129192,0.585027,0.418686,0.170372,0.0922575,0.168999,0.569719,0.0292744,0.184535,0.426355,0.14593,0.11505,0.0236341,0.483161,0.305129,0.0866269,0.00688203,0.24277,0,0,0.0155772,0.513314,0.275733,0.219952,0.0441823,0.43926,0.2481,0.134005,0.00593339,0.359219,0.383487,0.00131566,0.0272567,0.38503,0.216643,0.135944,0.0428625,0.346711,0.160601,0.258543,0.149375,0.354502,0.286198,0.0676005,0.0252734,0.087773,0.410824,0.0116327,0.127691,0.558366,0.210627,0.256678,0.159766,0.116948,0.326767,0.0505459,0.154067
background,0.0189688,0.0399281,0.0110208,0.0162827,0.60544,0.151167,0.0634617,0.173553,0.3337,0.181831,0.0294216,0.0470148,0.59369,0.179115,0.117688,0.167951,0.353355,0.12778,0.0452842,0.135538,0.378556,0.377602,0.199458,0.163329,0.510057,0.161995,0.087396,0.0723457,0.308031,0.226856,0.124401,0.157949,0.458914,0.437373,0.147713,0.254693,0.0514728,0.0692833,0.0954084,0.297307,0.390737,0.144322,0.175925,0.17662,0.0712419,0.395814,0.0633469,0.0711761,0.153917,0.0553354,0.0285934,0.0120523,0.370069,0.0652021,0.123633,0.201116,0.470029,0.111137,0,0.0643173,0.72832,0.0851111,0,0.0155222,0.350767,0.0329926,0.101057,0.115882,0.224006,0.132129,0.229985,0.232009,0.617622,0.119073,0,0.0264343,0.452292,0.277432,0.00187578,0,0.22491,0.0803502,0.207817,0.234686,0.074029,0.176046,0.101656,0.099393,0.557455,0.0902707,0.00164393,0,0,0.684909,0,0,0.457017,0.123354,0.00825203,0.0619309,0.672094,0.137919,0.0327206,0.0237683,0.369337,0,0,0.00602341,0.368971,0.00840249,0.021333,0.162899,0.616342,0.14711,0.032129,0.0352956,0.52934,0.332738,0.0145469,0.00848283,0.410703,0.00825056,0.0209473,0.147653,0.113047,0.0262593,0,0.0234597,0.584148,0.140788,0.0406174,0.0202933,0.059215,0.750741,0,0,0.197343,0.00472267,0,0.0573465,0.0069474,0.14869,0.0487567,0.0546059
open,0.055169,0.0270018,0.0272817,0.0113885,0.0871069,0.0180002,0.00550772,0.0170375,0.578628,0.218161,0.0368095,0.137412,0.574335,0.490207,0.107834,0.0518335,0.0964184,0.0109475,0.0142797,0.0113287,0.0961317,0.00909389,0.000540388,0.124801,0.448928,0.502203,0.0943516,0.0772632,0.61951,0.320396,0,0.101435,0.0390478,0.0174026,0.00298709,0.0212085,0.191431,0.0760936,0.0503326,0.384739,0.492239,0.396607,0,0.0915708,0.24322,0.535285,0.137385,0.179379,0.223819,0.104148,0.0199085,0.00682477,0.111873,0.116865,0.00179925,0.00673077,0.321374,0.10677,0,0.0555068,0.725097,0.481993,0.135532,0.13483,0.120566,0.118013,0.00192679,0.00529053,0.135617,0.0618217,0,0.00500018,0.412911,0.403943,0.100457,0.0273979,0.557897,0.47753,0,0.255878,0.104233,0.051946,0.000776668,0.00339085,0.0901841,0.124831,0.05442,0.0741285,0.314028,0.672632,0,0.144802,0.206875,0.569487,0.00363802,0.122928,0.365943,0.109021,0.00425699,0.0454253,0.432476,0.350664,0.110916,0.111522,0.229054,0.059107,0,0.0098918,0.557387,0.367457,0.0917149,0.0848836,0.274427,0.295219,0.0763443,0.0208215,0.30553,0.262702,0,0.171664,0.233306,0.221625,0.0506966,0.0317381,0.478215,0.502352,0.0138658,0.226006,0.216527,0.388923,0,0.118681,0.0862011,0.390323,0.00363615,0.0952689,0.307554,0.612412,0.0621294,0.0433229,0.208373,0.24448,0.0106332,0.200548
grip,0.0666271,0.0311626,0.0362986,0.0196585,0.110486,0.0229689,0.0109761,0.0219178,0.718125,0.296429,0.0503659,0.186946,0.369265,0.439269,0.0956132,0.00598126,0.147408,0.0199499,0.0046352,0.0240653,0.213657,0.0229441,0.0131048,0.0766537,0.623008,0.702637,0.107287,0.0920893,0.0987698,0.0508089,0.0145346,0.103304,0.0963354,0.0261172,0.0105385,0.0462003,0.528878,0,0,0.600207,0.0635899,0.0810038,0.0152014,0.0303252,0.212864,0.00650771,0.121706,0.525271,0.263419,0.116244,0.0285851,0.00840715,0.149417,0.109248,0.00948993,0.00450009,0.391915,0.00832715,0,0.0689326,0.206533,0.82439,0.0338605,0,0.251049,0.192856,0.00462253,0.00894311,0.0408599,0.0122807,0.0109996,0.0620703,0.356811,0.745797,0.039559,0.0301212,0.0256806,0.455219,0,0.00149871,0.0329027,0.0336918,0.0139524,0.0357899,0.0700071,0,0.0107571,0.374255,0.0377765,0.907405,0.000836048,0,0.081422,0.0998126,0.0659227,0.0739843,0.516036,0.10131,0.00507424,0.0685623,0.226049,0.540966,0.0336786,0,0.338218,0,0,0.015096,0.267988,0.424371,0,0.0855089,0.273565,0.461248,0.0267407,0.020361,0.0266701,0.0614548,0,0.00284177,0.269031,0.16193,0,0.0676503,0.111401,0.768894,0.00146038,0.000730188,0.0217361,0.13616,0.00045396,0.00115737,0.0665571,0.0195966,0.0416358,0.0594281,0.13128,0.625418,0,0.0150016,0.226092,0.714957,0.00422949,0.00022698
open,0.105885,0.0151208,0.0352901,0.0528243,0.108431,0.0141287,0.00265273,0.0501571,0.595549,0.33102,0.249916,0.0689402,0.652048,0.104406,0.0452619,0.0215525,0.0373754,0.0114022,0.00255951,0.0238449,0.453529,0.167381,0.0353913,0.186874,0.258598,0.138051,0.104571,0.00452029,0.506177,0.494195,0.168215,0.319987,0.259748,0.0577102,0,0.068743,0.308176,0.166557,0.0279939,0.36016,0.510684,0.245291,0.0768408,0.235137,0.0259661,0.475647,0.1455,0.202527,0.113813,0.0779046,0.0148729,0.00388216,0.086801,0.00456805,0,0.00838527,0.36292,0.196259,0.103769,0.0157998,0.702142,0.541361,0.0628904,0.0428765,0.046226,0.0600684,0.000489181,0.00434745,0.229216,0.174617,0.0622584,0.112624,0.628766,0.178028,0.135113,0.0379307,0.292718,0.573585,0.0105577,0.181972,0.228559,0.0985755,0.0294238,0.0848777,0.027992,0.191418,0.0743918,0.168476,0.617357,0.415385,0.00986355,0.203617,0.00907846,0.513126,0.00429208,0,0.237254,0.115842,0.0782335,0.0111071,0.3703,0.237679,0.0240447,0.00155493,0.320422,0.15891,0.142155,0.0166782,0.598463,0.374596,0.250988,0.141313,0.30365,0.104931,0.0741471,0.00132214,0.182782,0.324899,0.00918731,0.0768348,0.675784,0.175226,0.164329,0.124779,0.116607,0.354314,0.0965414,0.260598,0.424502,0.259232,0.0106902,0.0894038,0.00237004,0.44796,0.00311422,0.00108783,0.443345,0.39881,0.112334,0.400683,0.00956303,0.121885,0.00932797,0.000860004
